tool,yyyy-mm,year,month,source,device,campaign,placement,creative,creative_dimensions,creative_type,creative_cat,impressions,clicks,ctr
DCM,2021-06,2021,06,Sharecare,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1,728x90,banner,image,23087,46,0.0019924632910295836
DCM,2021-06,2021,06,Sharecare,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1,728x90,banner,image,6302,5,0.0007933989209774674
DCM,2021-06,2021,06,Sharecare,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1,728x90,banner,image,24721,57,0.0023057319687714898
DCM,2021-07,2021,07,Sharecare,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1623_v3_50,728x90,banner,image,5923,12,0.0020260003376667227
DCM,2021-07,2021,07,Sharecare,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1623_v3_50,728x90,banner,image,3539,5,0.0014128284826222096
DCM,2021-07,2021,07,Sharecare,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1623_v3_50,728x90,banner,image,6033,16,0.0026520802254268194
DCM,2021-07,2021,07,Sharecare,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,728x90,banner,image,5769,13,0.002253423470272144
DCM,2021-07,2021,07,Sharecare,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,728x90,banner,image,3592,12,0.0033407572383073497
DCM,2021-07,2021,07,Sharecare,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,728x90,banner,image,5988,15,0.00250501002004008
DCM,2021-07,2021,07,Sharecare,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1,728x90,banner,image,11020,18,0.001633393829401089
DCM,2021-07,2021,07,Sharecare,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1,728x90,banner,image,3099,2,0.0006453694740238787
DCM,2021-07,2021,07,Sharecare,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1,728x90,banner,image,10795,20,0.0018527095877721167
DCM,2021-08,2021,08,Sharecare,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1623_v3_50,728x90,banner,image,3740,8,0.0021390374331550803
DCM,2021-08,2021,08,Sharecare,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1623_v3_50,728x90,banner,image,943,4,0.0042417815482502655
DCM,2021-08,2021,08,Sharecare,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1623_v3_50,728x90,banner,image,4932,14,0.00283860502838605
DCM,2021-08,2021,08,Sharecare,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,728x90,banner,image,3693,14,0.0037909558624424585
DCM,2021-08,2021,08,Sharecare,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,728x90,banner,image,951,3,0.0031545741324921135
DCM,2021-08,2021,08,Sharecare,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,728x90,banner,image,5051,11,0.002177786576915462
DCM,2021-08,2021,08,Sharecare,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1,728x90,banner,image,7224,17,0.002353266888150609
DCM,2021-08,2021,08,Sharecare,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1,728x90,banner,image,1862,0,0.0
DCM,2021-08,2021,08,Sharecare,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1,728x90,banner,image,12545,27,0.002152251893184536
DCM,2021-09,2021,09,Sharecare,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,728x90,banner,image,6922,26,0.0037561398439757295
DCM,2021-09,2021,09,Sharecare,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,728x90,banner,image,3873,1,0.0002581977794990963
DCM,2021-09,2021,09,Sharecare,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,728x90,banner,image,9512,17,0.0017872161480235493
DCM,2021-09,2021,09,Sharecare,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1,728x90,banner,image,8615,20,0.0023215322112594312
DCM,2021-09,2021,09,Sharecare,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1,728x90,banner,image,4498,3,0.0006669630947087594
DCM,2021-09,2021,09,Sharecare,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1,728x90,banner,image,11523,22,0.0019092250282044605
DCM,2021-10,2021,10,Sharecare,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,728x90,banner,image,4155,9,0.0021660649819494585
DCM,2021-10,2021,10,Sharecare,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,728x90,banner,image,423,3,0.0070921985815602835
DCM,2021-10,2021,10,Sharecare,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,728x90,banner,image,7776,23,0.0029578189300411522
DCM,2021-10,2021,10,Sharecare,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1,728x90,banner,image,6178,8,0.0012949174490126255
DCM,2021-10,2021,10,Sharecare,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1,728x90,banner,image,977,4,0.0040941658137154556
DCM,2021-10,2021,10,Sharecare,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_728x90_v1,728x90,banner,image,10214,23,0.0022518112394752303
DCM,2021-01,2021,01,Sharecare,,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1623_v3_50,160x600,banner vertical,image,2567,2,0.0007791195948578107
DCM,2021-01,2021,01,Sharecare,,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,160x600,banner vertical,image,2695,2,0.0007421150278293135
DCM,2021-01,2021,01,Sharecare,,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor,160x600,banner vertical,image,6267,4,0.0006382639221318015
DCM,2021-02,2021,02,Sharecare,,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1623_v3_50,160x600,banner vertical,image,3936,5,0.0012703252032520325
DCM,2021-02,2021,02,Sharecare,,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,160x600,banner vertical,image,3760,5,0.0013297872340425532
DCM,2021-02,2021,02,Sharecare,,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor,160x600,banner vertical,image,4018,4,0.0009955201592832255
DCM,2021-03,2021,03,Sharecare,,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1623_v3_50,160x600,banner vertical,image,4005,3,0.000749063670411985
DCM,2021-03,2021,03,Sharecare,,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,160x600,banner vertical,image,4057,5,0.0012324377618930244
DCM,2021-03,2021,03,Sharecare,,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor,160x600,banner vertical,image,7582,5,0.0006594566077552098
DCM,2021-04,2021,04,Sharecare,,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1623_v3_50,160x600,banner vertical,image,4664,3,0.0006432246998284735
DCM,2021-04,2021,04,Sharecare,,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,160x600,banner vertical,image,4490,4,0.0008908685968819599
DCM,2021-04,2021,04,Sharecare,,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1,160x600,banner vertical,image,13963,9,0.0006445606245076273
DCM,2021-05,2021,05,Sharecare,connected tv,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1,160x600,banner vertical,image,2,0,0.0
DCM,2021-05,2021,05,Sharecare,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1623_v3_50,160x600,banner vertical,image,6129,5,0.0008157937673356176
DCM,2021-05,2021,05,Sharecare,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,160x600,banner vertical,image,6197,2,0.00032273680813296756
DCM,2021-05,2021,05,Sharecare,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1,160x600,banner vertical,image,16939,10,0.0005903536218194699
DCM,2021-05,2021,05,Sharecare,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1623_v3_50,160x600,banner vertical,image,102,0,0.0
DCM,2021-05,2021,05,Sharecare,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,160x600,banner vertical,image,107,0,0.0
DCM,2021-05,2021,05,Sharecare,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1,160x600,banner vertical,image,189,0,0.0
DCM,2021-05,2021,05,Sharecare,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1623_v3_50,160x600,banner vertical,image,157,2,0.012738853503184714
DCM,2021-05,2021,05,Sharecare,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,160x600,banner vertical,image,199,2,0.010050251256281407
DCM,2021-05,2021,05,Sharecare,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1,160x600,banner vertical,image,401,0,0.0
DCM,2021-06,2021,06,Sharecare,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1623_v3_50,160x600,banner vertical,image,5661,5,0.0008832361773538244
DCM,2021-06,2021,06,Sharecare,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1623_v3_50,160x600,banner vertical,image,100,0,0.0
DCM,2021-06,2021,06,Sharecare,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1623_v3_50,160x600,banner vertical,image,208,1,0.004807692307692308
DCM,2021-06,2021,06,Sharecare,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,160x600,banner vertical,image,5629,3,0.0005329543435779002
DCM,2021-06,2021,06,Sharecare,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,160x600,banner vertical,image,121,0,0.0
DCM,2021-06,2021,06,Sharecare,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,160x600,banner vertical,image,221,1,0.004524886877828055
DCM,2021-06,2021,06,Sharecare,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1,160x600,banner vertical,image,12106,4,0.00033041467041136624
DCM,2021-06,2021,06,Sharecare,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1,160x600,banner vertical,image,186,0,0.0
DCM,2021-06,2021,06,Sharecare,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1,160x600,banner vertical,image,340,6,0.01764705882352941
DCM,2021-07,2021,07,Sharecare,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1623_v3_50,160x600,banner vertical,image,3661,3,0.0008194482381862879
DCM,2021-07,2021,07,Sharecare,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1623_v3_50,160x600,banner vertical,image,45,0,0.0
DCM,2021-07,2021,07,Sharecare,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1623_v3_50,160x600,banner vertical,image,91,1,0.01098901098901099
DCM,2021-07,2021,07,Sharecare,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,160x600,banner vertical,image,3671,3,0.0008172160174339417
DCM,2021-07,2021,07,Sharecare,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,160x600,banner vertical,image,40,0,0.0
DCM,2021-07,2021,07,Sharecare,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,160x600,banner vertical,image,90,0,0.0
DCM,2021-07,2021,07,Sharecare,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1,160x600,banner vertical,image,4165,4,0.0009603841536614646
DCM,2021-07,2021,07,Sharecare,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1,160x600,banner vertical,image,49,0,0.0
DCM,2021-07,2021,07,Sharecare,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1,160x600,banner vertical,image,87,0,0.0
DCM,2021-08,2021,08,Sharecare,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1623_v3_50,160x600,banner vertical,image,1546,2,0.00129366106080207
DCM,2021-08,2021,08,Sharecare,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1623_v3_50,160x600,banner vertical,image,38,0,0.0
DCM,2021-08,2021,08,Sharecare,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1623_v3_50,160x600,banner vertical,image,24,1,0.041666666666666664
DCM,2021-08,2021,08,Sharecare,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,160x600,banner vertical,image,1461,0,0.0
DCM,2021-08,2021,08,Sharecare,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,160x600,banner vertical,image,32,0,0.0
DCM,2021-08,2021,08,Sharecare,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,160x600,banner vertical,image,8,0,0.0
DCM,2021-08,2021,08,Sharecare,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1,160x600,banner vertical,image,2819,3,0.001064207165661582
DCM,2021-08,2021,08,Sharecare,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1,160x600,banner vertical,image,84,0,0.0
DCM,2021-08,2021,08,Sharecare,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1,160x600,banner vertical,image,20,1,0.05
DCM,2021-09,2021,09,Sharecare,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,160x600,banner vertical,image,5368,10,0.0018628912071535022
DCM,2021-09,2021,09,Sharecare,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,160x600,banner vertical,image,85,0,0.0
DCM,2021-09,2021,09,Sharecare,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,160x600,banner vertical,image,53,0,0.0
DCM,2021-09,2021,09,Sharecare,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1,160x600,banner vertical,image,7238,3,0.0004144791378833932
DCM,2021-09,2021,09,Sharecare,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1,160x600,banner vertical,image,103,0,0.0
DCM,2021-09,2021,09,Sharecare,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1,160x600,banner vertical,image,48,0,0.0
DCM,2021-10,2021,10,Sharecare,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,160x600,banner vertical,image,4912,6,0.0012214983713355048
DCM,2021-10,2021,10,Sharecare,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,160x600,banner vertical,image,68,0,0.0
DCM,2021-10,2021,10,Sharecare,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,160x600,banner vertical,image,53,0,0.0
DCM,2021-10,2021,10,Sharecare,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1,160x600,banner vertical,image,7919,12,0.0015153428463189798
DCM,2021-10,2021,10,Sharecare,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1,160x600,banner vertical,image,79,0,0.0
DCM,2021-10,2021,10,Sharecare,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_160x600_v1,160x600,banner vertical,image,64,0,0.0
DCM,2021-01,2021,01,Sharecare,,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1623_v3_50,300x250,square,image,26013,70,0.0026909622112020913
DCM,2021-01,2021,01,Sharecare,,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,300x250,square,image,25882,82,0.00316822502125029
DCM,2021-01,2021,01,Sharecare,,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor,300x250,square,image,54854,104,0.001895941955007839
DCM,2021-01,2021,01,Sharecare,,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Performance Display,Dermicool_SDP_DTP_TalkToYourDoctor,300x250,square,image,2153,21,0.009753831862517418
DCM,2021-02,2021,02,Sharecare,,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1623_v3_50,300x250,square,image,31961,74,0.0023153217984418512
DCM,2021-02,2021,02,Sharecare,,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,300x250,square,image,31953,90,0.002816636935499014
DCM,2021-02,2021,02,Sharecare,,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor,300x250,square,image,73902,160,0.0021650293632107386
DCM,2021-02,2021,02,Sharecare,,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Performance Display,Dermicool_SDP_DTP_TalkToYourDoctor,300x250,square,image,1728,17,0.009837962962962963
DCM,2021-03,2021,03,Sharecare,,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1623_v3_50,300x250,square,image,32140,77,0.0023957685127566895
DCM,2021-03,2021,03,Sharecare,,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,300x250,square,image,32419,57,0.0017582281995126314
DCM,2021-03,2021,03,Sharecare,,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor,300x250,square,image,57939,86,0.0014843197155629197
DCM,2021-03,2021,03,Sharecare,,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Performance Display,Dermicool_SDP_DTP_TalkToYourDoctor,300x250,square,image,1875,25,0.013333333333333334
DCM,2021-04,2021,04,Sharecare,,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1623_v3_50,300x250,square,image,30752,79,0.0025689386056191466
DCM,2021-04,2021,04,Sharecare,,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,300x250,square,image,30818,82,0.002660782659484717
DCM,2021-04,2021,04,Sharecare,,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,55688,90,0.0016161471053009625
DCM,2021-04,2021,04,Sharecare,,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Performance Display,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,2219,25,0.011266336187471835
DCM,2021-05,2021,05,Sharecare,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1623_v3_50,300x250,square,image,5151,0,0.0
DCM,2021-05,2021,05,Sharecare,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,300x250,square,image,5193,4,0.0007702676680146351
DCM,2021-05,2021,05,Sharecare,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,12355,7,0.0005665722379603399
DCM,2021-05,2021,05,Sharecare,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Performance Display,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,180,1,0.005555555555555556
DCM,2021-05,2021,05,Sharecare,phone,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,1,0,0.0
DCM,2021-05,2021,05,Sharecare,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1623_v3_50,300x250,square,image,13931,35,0.002512382456392219
DCM,2021-05,2021,05,Sharecare,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,300x250,square,image,13895,19,0.0013673983447283196
DCM,2021-05,2021,05,Sharecare,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,35179,56,0.0015918587793854288
DCM,2021-05,2021,05,Sharecare,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Performance Display,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,1553,20,0.0128783000643915
DCM,2021-05,2021,05,Sharecare,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1623_v3_50,300x250,square,image,1031,0,0.0
DCM,2021-05,2021,05,Sharecare,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,300x250,square,image,974,0,0.0
DCM,2021-05,2021,05,Sharecare,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,2367,2,0.0008449514152936206
DCM,2021-05,2021,05,Sharecare,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Performance Display,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,64,1,0.015625
DCM,2021-06,2021,06,Sharecare,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1623_v3_50,300x250,square,image,3072,2,0.0006510416666666666
DCM,2021-06,2021,06,Sharecare,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1623_v3_50,300x250,square,image,7584,16,0.002109704641350211
DCM,2021-06,2021,06,Sharecare,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1623_v3_50,300x250,square,image,636,3,0.0047169811320754715
DCM,2021-06,2021,06,Sharecare,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,300x250,square,image,3033,1,0.0003297065611605671
DCM,2021-06,2021,06,Sharecare,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,300x250,square,image,7662,12,0.0015661707126076742
DCM,2021-06,2021,06,Sharecare,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,SD_1624_v3_Symptom,300x250,square,image,635,1,0.0015748031496062992
DCM,2021-06,2021,06,Sharecare,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,6872,5,0.0007275902211874273
DCM,2021-06,2021,06,Sharecare,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,18397,27,0.0014676305919443387
DCM,2021-06,2021,06,Sharecare,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Skin Disease Member Reach,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,1370,2,0.00145985401459854
