Source,Month of Year,Device Category,Ad Content,Sessions,Users,New Users,Pageviews,Session Duration,Calculated AToS
Swoop,202105,desktop,SDPCustom.NU1559Branded.728,96,81,80,199,3323,0.038460648
Swoop,202105,desktop,SDPCustom.NU1623Unbranded50.160,8,8,8,8,0,0
Swoop,202105,desktop,SDPCustom.NU1623Unbranded50.300,11,10,10,12,18,0.000208333
Swoop,202105,desktop,SDPCustom.NU1623Unbranded50.728,47,44,44,49,1149,0.013298611
Swoop,202105,desktop,SDPCustom.NU1624UnbrandedSymp.160,3,3,3,4,4,4.62963E-05
Swoop,202105,desktop,SDPCustom.NU1624UnbrandedSymp.300,7,7,7,7,0,0
Swoop,202105,desktop,SDPCustom.NU1624UnbrandedSymp.320,13,13,13,13,0,0
Swoop,202105,desktop,SDPCustom.NU1624UnbrandedSymp.728,62,57,57,64,1881,0.021770833
Swoop,202105,desktop,SwoopSDPCustom.NU1624UnbrandedSymp.728,1,1,1,1,0,0
WebMD,202105,desktop,AudienceSDOnly.NU1559Branded.160,9,9,8,9,422,0.004884259
WebMD,202105,desktop,AudienceSDOnly.NU1559Branded.300,10,10,9,13,832,0.00962963
WebMD,202105,desktop,AudienceSDOnly.NU1559Branded.728,6,6,6,6,88,0.001018519
WebMD,202105,desktop,AudienceSDOnly.NU1623Unbranded50.160,2,2,2,2,0,0
WebMD,202105,desktop,AudienceSDOnly.NU1623Unbranded50.300,9,8,7,10,224,0.002592593
WebMD,202105,desktop,AudienceSDOnly.NU1623Unbranded50.728,11,11,11,12,19,0.000219907
WebMD,202105,desktop,AudienceSDOnly.NU1624UnbrandedSymp.160,5,4,4,5,24,0.000277778
WebMD,202105,desktop,AudienceSDOnly.NU1624UnbrandedSymp.300,6,6,5,15,2430,0.028125
WebMD,202105,desktop,AudienceSDOnly.NU1624UnbrandedSymp.728,10,10,10,10,0,0
WebMD,202105,desktop,NUMonographAV.NU1559Branded.300,1,1,0,3,1675,0.019386574
WebMD,202105,desktop,NUMonographAV.NU1559Branded.728,1,1,0,1,0,0
WebMD,202105,desktop,NUMonographAV.NU1623Unbranded50.300,1,1,0,4,987,0.011423611
WebMD,202105,desktop,NUMonographAV.NU1623Unbranded50.728,1,1,0,1,0,0
WebMD,202105,desktop,NUMonographAV.NU1624UnbrandedSymp.300,1,1,1,2,541,0.006261574
WebMD,202105,desktop,RotationalBannerSDConditionCenter.NU1559Branded.160,13,12,12,13,0,0
WebMD,202105,desktop,RotationalBannerSDConditionCenter.NU1559Branded.300,19,18,18,27,722,0.008356481
WebMD,202105,desktop,RotationalBannerSDConditionCenter.NU1559Branded.728,6,6,6,6,0,0
WebMD,202105,desktop,RotationalBannerSDConditionCenter.NU1623Unbranded50.160,11,8,7,15,470,0.005439815
WebMD,202105,desktop,RotationalBannerSDConditionCenter.NU1623Unbranded50.300,6,6,6,9,519,0.006006944
WebMD,202105,desktop,RotationalBannerSDConditionCenter.NU1623Unbranded50.728,5,5,5,7,688,0.007962963
WebMD,202105,desktop,RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.160,10,7,6,15,301,0.003483796
WebMD,202105,desktop,RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.300,7,7,7,8,37,0.000428241
WebMD,202105,desktop,RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.728,10,9,9,15,135,0.0015625
Zeta,202105,desktop,SDPCrossix.NU1559Branded.160,24,24,24,202,1439,0.016655093
Zeta,202105,desktop,SDPCrossix.NU1559Branded.300,20,20,19,142,1062,0.012291667
Zeta,202105,desktop,SDPCrossix.NU1559Branded.728,28,27,27,215,1234,0.014282407
Zeta,202105,desktop,SDPCrossix.NU1623Unbranded50.160,14,14,13,16,63,0.000729167
Zeta,202105,desktop,SDPCrossix.NU1623Unbranded50.300,21,21,21,26,55,0.000636574
Zeta,202105,desktop,SDPCrossix.NU1623Unbranded50.728,16,16,16,17,38,0.000439815
Zeta,202105,desktop,SDPCrossix.NU1624UnbrandedSymp.160,23,23,23,25,36,0.000416667
Zeta,202105,desktop,SDPCrossix.NU1624UnbrandedSymp.300,34,34,34,35,43,0.000497685
Zeta,202105,desktop,SDPCrossix.NU1624UnbrandedSymp.320,26,26,25,29,28,0.000324074
Zeta,202105,desktop,SDPCrossix.NU1624UnbrandedSymp.728,26,26,25,27,38,0.000439815
Zeta,202105,desktop,SDPSwoop.NU1559Branded.160,25,25,25,130,1559,0.018043981
Zeta,202105,desktop,SDPSwoop.NU1559Branded.300,34,34,34,135,866,0.010023148
Zeta,202105,desktop,SDPSwoop.NU1559Branded.728,26,26,26,153,892,0.010324074
Zeta,202105,desktop,SDPSwoop.NU1623Unbranded50.160,26,26,26,29,30,0.000347222
Zeta,202105,desktop,SDPSwoop.NU1623Unbranded50.300,25,25,24,25,0,0
Zeta,202105,desktop,SDPSwoop.NU1623Unbranded50.728,27,27,27,29,275,0.00318287
Zeta,202105,desktop,SDPSwoop.NU1624UnbrandedSymp.160,33,31,31,36,40,0.000462963
Zeta,202105,desktop,SDPSwoop.NU1624UnbrandedSymp.300,27,27,27,32,92,0.001064815
Zeta,202105,desktop,SDPSwoop.NU1624UnbrandedSymp.320,10,9,8,12,71,0.000821759
Zeta,202105,desktop,SDPSwoop.NU1624UnbrandedSymp.728,40,39,39,42,511,0.005914352
Zeta,202105,desktop,SDPSwoopAV.NU1559Branded.160,2,2,2,13,96,0.001111111
Zeta,202105,desktop,SDPSwoopAV.NU1559Branded.300,22,22,21,133,933,0.010798611
Zeta,202105,desktop,SDPSwoopAV.NU1559Branded.728,4,4,3,33,167,0.00193287
Zeta,202105,desktop,SDPSwoopAV.NU1623Unbranded50.300,1,1,0,1,0,0
Zeta,202105,desktop,SDPSwoopAV.NU1623Unbranded50.728,1,1,1,1,0,0
Zeta,202105,desktop,ZetaSDPCrossix.NU1624UnbrandedSymp.160,1,1,0,1,0,0
Acuity,202105,mobile,AcuityCrossixTargeting.SD_1624_v3_Symptom.320,1,1,1,1,0,0
Acuity,202105,mobile,AcuityPropensityTargeting.Dermicool_SDP_DTP_Unbranded_Symptom.320,1,1,1,1,0,0
Aptus,202105,mobile,AptusDermicoolLTCDTP.NU1545.320x50,234,171,168,351,17134,0.198310185
Aptus,202105,mobile,AptusDermicoolLTCDTP.NU1546.300x250,1,1,1,1,0,0
Aptus,202105,mobile,AptusDermicoolLTCDTP.NU1570.320x50,54,31,30,102,4448,0.051481481
Aptus,202105,mobile,AptusDermicoolLTCHCP.NU1831.300x250,3,1,1,3,0,0
Aptus,202105,mobile,AptusDermicoolRetailDTP.NU1712.320x50,67,53,49,93,4509,0.0521875
Aptus,202105,mobile,AptusDermicoolRetailDTP.NU1713.300x250,1,1,1,1,0,0
Aptus,202105,mobile,AptusDermicoolRetailDTP.NU1714.300x250,21,5,3,28,542,0.006273148
Aptus,202105,mobile,AptusDermicoolRetailDTP.NU1715.320x50,2,2,2,2,0,0
Aptus,202105,mobile,AptusDermicoolRetailDTP.NU1716.300x250,1,1,1,1,0,0
Aptus,202105,mobile,DistributionDTC.NU1570.1,24,17,16,37,432,0.005
Aptus,202105,mobile,DistributionDTC.NU1623Unbranded50.300,253,206,201,253,5327,0.061655093
Aptus,202105,mobile,DistributionDTC.NU1624UnbrandedSymp.300,287,254,253,314,2789,0.032280093
Aptus,202105,mobile,DistributionDTC.NU1624UnbrandedSymp.320,1433,1205,1202,1678,28333,0.327928241
Aptus,202105,mobile,DistributionDTC.NU1715.1,54,51,50,57,390,0.004513889
Facebook,202105,mobile,FBNU1770.FBNU1770.1,823,735,719,811,9351,0.108229167
Facebook,202105,mobile,FBNU1795.FBNU1795.1,1068,1037,1006,1130,8482,0.098171296
Facebook,202105,mobile,FBNU1796.FBNU1796.1,50,47,43,54,1304,0.015092593
HealthUnion,202105,mobile,ConditionCenter.NU1559Branded.300,25,23,20,25,546,0.006319444
HealthUnion,202105,mobile,ConditionCenter.NU1623Unbranded50.300,16,15,14,42,8476,0.098101852
HealthUnion,202105,mobile,ConditionCenter.NU1624UnbrandedSymp.300,9,7,6,10,836,0.009675926
HealthUnion,202105,mobile,ConditionCenter.NU1624UnbrandedSymp.320,1,1,1,1,0,0
HealthUnion,202105,mobile,HealthUnionSDDisplay.NU1623Unbranded50.300,1,1,0,2,344,0.003981481
HealthUnion,202105,mobile,SDDisplay.NU1623Unbranded50.300,10,9,9,16,2396,0.027731481
HealthUnion,202105,mobile,SDDisplay.NU1624UnbrandedSymp.300,3,3,2,3,0,0
HealthUnion,202105,mobile,SDDisplayAV.NU1559Branded.300,5,5,4,5,0,0
HealthUnion,202105,mobile,SDDisplayAV.NU1624UnbrandedSymp.300,3,3,3,3,0,0
MediaIQ,202105,mobile,MiQSDPCrossixSegment.NU1623Unbranded50.300,1,1,1,1,0,0
MediaIQ,202105,mobile,MiQSDPCrossixSegment.NU1624UnbrandedSymp.320,3,3,2,4,945,0.0109375
MediaIQ,202105,mobile,SDPCrossixSegment.NU1559Branded.160,1,1,1,1,0,0
MediaIQ,202105,mobile,SDPCrossixSegment.NU1559Branded.300,12,12,12,12,0,0
MediaIQ,202105,mobile,SDPCrossixSegment.NU1559Branded.728,1,1,1,1,0,0
MediaIQ,202105,mobile,SDPCrossixSegment.NU1623Unbranded50.160,1,1,1,1,0,0
MediaIQ,202105,mobile,SDPCrossixSegment.NU1623Unbranded50.300,10,10,10,10,0,0
MediaIQ,202105,mobile,SDPCrossixSegment.NU1624UnbrandedSymp.300,13,13,13,13,0,0
MediaIQ,202105,mobile,SDPCrossixSegment.NU1624UnbrandedSymp.320,299,270,269,321,3004,0.034768519
MediaIQ,202105,mobile,SDPSwoopSegment.NU1559Branded.300,12,11,11,12,0,0
MediaIQ,202105,mobile,SDPSwoopSegment.NU1559Branded.728,15,14,14,18,628,0.007268519
MediaIQ,202105,mobile,SDPSwoopSegment.NU1623Unbranded50.300,6,6,6,6,0,0
MediaIQ,202105,mobile,SDPSwoopSegment.NU1623Unbranded50.728,6,5,5,6,0,0
MediaIQ,202105,mobile,SDPSwoopSegment.NU1624UnbrandedSymp.300,12,12,12,12,0,0
MediaIQ,202105,mobile,SDPSwoopSegment.NU1624UnbrandedSymp.320,266,234,232,278,2330,0.026967593
MediaIQ,202105,mobile,SDPSwoopSegment.NU1624UnbrandedSymp.728,3,3,3,3,0,0
Medicx,202105,mobile,MedicxSDPCustomPatient.NU1559Branded.300,1,1,0,1,0,0
Medicx,202105,mobile,SDPCustomCaregiver.NU1559Branded.160,1,1,1,1,0,0
Medicx,202105,mobile,SDPCustomCaregiver.NU1559Branded.300,50,48,48,53,232,0.002685185
Medicx,202105,mobile,SDPCustomCaregiver.NU1559Branded.728,17,16,16,21,993,0.011493056
Medicx,202105,mobile,SDPCustomCaregiver.NU1623Unbranded50.160,1,1,1,1,0,0
Medicx,202105,mobile,SDPCustomCaregiver.NU1623Unbranded50.300,5,5,5,5,0,0
Medicx,202105,mobile,SDPCustomCaregiver.NU1623Unbranded50.728,9,6,6,8,1,1.15741E-05
Medicx,202105,mobile,SDPCustomCaregiver.NU1624UnbrandedSymp.300,6,6,6,6,117,0.001354167
Medicx,202105,mobile,SDPCustomCaregiver.NU1624UnbrandedSymp.320,128,123,120,140,427,0.00494213
Medicx,202105,mobile,SDPCustomCaregiver.NU1624UnbrandedSymp.728,8,8,7,13,127,0.001469907
Medicx,202105,mobile,SDPCustomPatient.NU1559Branded.160,1,1,1,1,0,0
Medicx,202105,mobile,SDPCustomPatient.NU1559Branded.300,26,26,26,27,1,1.15741E-05
Medicx,202105,mobile,SDPCustomPatient.NU1559Branded.728,4,4,4,4,0,0
Medicx,202105,mobile,SDPCustomPatient.NU1623Unbranded50.160,1,1,1,1,0,0
Medicx,202105,mobile,SDPCustomPatient.NU1623Unbranded50.300,9,8,8,8,0,0
Medicx,202105,mobile,SDPCustomPatient.NU1623Unbranded50.728,5,4,4,4,0,0
Medicx,202105,mobile,SDPCustomPatient.NU1624UnbrandedSymp.300,8,7,7,8,0,0
Medicx,202105,mobile,SDPCustomPatient.NU1624UnbrandedSymp.320,52,50,50,56,72,0.000833333
Medicx,202105,mobile,SDPCustomPatient.NU1624UnbrandedSymp.728,1,1,1,1,0,0
MiQ,202105,mobile,MiQCrossixTargeting.SD_1623_v3_50.728,1,1,0,1,0,0
MiQ,202105,mobile,MiQCrossixTargeting.SD_1624_v3_Symptom.728,2,2,1,2,0,0
MiQ,202105,mobile,MiQCrossixTargeting.Dermicool_SDP_DTP_TalkToYourDoctor.728,4,3,2,4,0,0
MiQ,202105,mobile,MiQCrossixTargeting.Dermicool_SDP_DTP_Unbranded_50Messaging.728,3,2,1,3,0,0
MiQ,202105,mobile,MiQPredictTargeting.Dermicool_SDP_DTP_Unbranded_Symptom.728,1,1,1,2,20,0.000231481
ParkinsonsNewsToday,202105,mobile,ParkinsonNTROS.NU1624UnbrandedSymp.300,1,1,1,1,0,0
ParkinsonsNewsToday,202105,mobile,ROS.NU1559Branded.300,23,23,23,28,1457,0.016863426
ParkinsonsNewsToday,202105,mobile,ROS.NU1623Unbranded50.300,31,29,28,44,4016,0.046481481
ParkinsonsNewsToday,202105,mobile,ROS.NU1624UnbrandedSymp.300,38,34,32,41,508,0.00587963
PulsePoint,202105,mobile,PulsePointConditionPopulation.SD_1623_v3_50.300,1,1,1,1,0,0
PulsePoint,202105,mobile,PulsePointConditionPopulation.Dermicool_SDP_DTP_TalkToYourDoctor.728,2,1,0,2,0,0
RemedyHealth,202105,mobile,SDPConditionCenter.NU1559Branded.300,30,28,27,31,395,0.004571759
RemedyHealth,202105,mobile,SDPConditionCenter.NU1623Unbranded50.300,36,30,28,50,3776,0.043703704
RemedyHealth,202105,mobile,SDPConditionCenter.NU1624UnbrandedSymp.300,13,13,13,13,389,0.004502315
RemedyHealth,202105,mobile,SDSDisplayMedia.NU1559Branded.300,28,21,21,23,858,0.009930556
RemedyHealth,202105,mobile,SDSDisplayMedia.NU1623Unbranded50.300,15,15,15,17,487,0.005636574
RemedyHealth,202105,mobile,SDSDisplayMedia.NU1624UnbrandedSymp.300,11,11,11,12,186,0.002152778
RemedyHealth,202105,mobile,SDSDisplayMedia.NU1624UnbrandedSymp.320,12,12,12,12,0,0
Sharecare,202105,mobile,SDPMR.NU1559Branded.160,1,1,1,1,0,0
Sharecare,202105,mobile,SDPMR.NU1559Branded.300,26,26,25,30,970,0.011226852
Sharecare,202105,mobile,SDPMR.NU1559Branded.728,5,5,5,5,0,0
Sharecare,202105,mobile,SDPMR.NU1623Unbranded50.300,15,14,14,15,0,0
Sharecare,202105,mobile,SDPMR.NU1623Unbranded50.728,3,3,3,3,0,0
Sharecare,202105,mobile,SDPMR.NU1624UnbrandedSymp.160,2,2,2,2,0,0
Sharecare,202105,mobile,SDPMR.NU1624UnbrandedSymp.300,11,11,11,11,305,0.003530093
Sharecare,202105,mobile,SDPMR.NU1624UnbrandedSymp.728,2,2,2,2,0,0
Sharecare,202105,mobile,SDPPerformanceDisplay.NU1559Branded.1,360,335,330,555,24633,0.285104167
Sharecare,202105,mobile,SDPPerformanceDisplay.NU1559Branded.300,15,15,15,18,1918,0.022199074
Swoop,202105,mobile,SDPCustom.NU1559Branded.160,2,2,2,2,0,0
Swoop,202105,mobile,SDPCustom.NU1559Branded.300,73,50,48,82,823,0.009525463
Swoop,202105,mobile,SDPCustom.NU1559Branded.728,14,13,13,14,0,0
Swoop,202105,mobile,SDPCustom.NU1623Unbranded50.300,71,49,50,81,3410,0.039467593
Swoop,202105,mobile,SDPCustom.NU1623Unbranded50.728,78,57,55,77,1562,0.018078704
Swoop,202105,mobile,SDPCustom.NU1624UnbrandedSymp.300,42,33,32,47,1712,0.019814815
Swoop,202105,mobile,SDPCustom.NU1624UnbrandedSymp.320,138,123,123,153,2008,0.023240741
Swoop,202105,mobile,SDPCustom.NU1624UnbrandedSymp.728,59,48,48,65,883,0.010219907
WebMD,202105,mobile,AudienceSDOnly.NU1559Branded.300,47,45,42,50,1971,0.0228125
WebMD,202105,mobile,AudienceSDOnly.NU1623Unbranded50.300,60,52,48,68,4749,0.054965278
WebMD,202105,mobile,AudienceSDOnly.NU1624UnbrandedSymp.300,48,43,42,59,2939,0.034016204
WebMD,202105,mobile,NUMonographAV.NU1559Branded.300,4,4,4,4,0,0
WebMD,202105,mobile,NUMonographAV.NU1623Unbranded50.300,4,3,0,4,0,0
WebMD,202105,mobile,RotationalBannerSDConditionCenter.NU1559Branded.300,78,74,73,92,2016,0.023333333
WebMD,202105,mobile,RotationalBannerSDConditionCenter.NU1559Branded.728,3,1,1,12,3535,0.040914352
WebMD,202105,mobile,RotationalBannerSDConditionCenter.NU1623Unbranded50.300,52,40,39,58,4628,0.053564815
WebMD,202105,mobile,RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.300,52,49,46,59,1018,0.011782407
Zeta,202105,mobile,SDPCrossix.NU1559Branded.160,5,5,5,6,0,0
Zeta,202105,mobile,SDPCrossix.NU1559Branded.300,4,4,4,4,0,0
Zeta,202105,mobile,SDPCrossix.NU1559Branded.728,6,6,6,6,0,0
Zeta,202105,mobile,SDPCrossix.NU1623Unbranded50.300,3,3,3,3,0,0
Zeta,202105,mobile,SDPCrossix.NU1623Unbranded50.728,3,3,3,3,0,0
Zeta,202105,mobile,SDPCrossix.NU1624UnbrandedSymp.160,1,1,1,1,0,0
Zeta,202105,mobile,SDPCrossix.NU1624UnbrandedSymp.300,8,8,8,9,387,0.004479167
Zeta,202105,mobile,SDPCrossix.NU1624UnbrandedSymp.320,362,336,332,465,7639,0.088414352
Zeta,202105,mobile,SDPCrossix.NU1624UnbrandedSymp.728,4,4,4,4,0,0
Zeta,202105,mobile,SDPSwoop.NU1559Branded.160,7,7,7,7,0,0
Zeta,202105,mobile,SDPSwoop.NU1559Branded.300,1,1,1,2,0,0
Zeta,202105,mobile,SDPSwoop.NU1559Branded.728,9,9,9,12,0,0
Zeta,202105,mobile,SDPSwoop.NU1623Unbranded50.160,6,6,6,6,0,0
Zeta,202105,mobile,SDPSwoop.NU1623Unbranded50.300,6,6,6,6,0,0
Zeta,202105,mobile,SDPSwoop.NU1623Unbranded50.728,4,4,4,4,0,0
Zeta,202105,mobile,SDPSwoop.NU1624UnbrandedSymp.160,5,5,5,5,0,0
Zeta,202105,mobile,SDPSwoop.NU1624UnbrandedSymp.300,3,3,3,3,0,0
Zeta,202105,mobile,SDPSwoop.NU1624UnbrandedSymp.320,213,195,194,240,7372,0.085324074
Zeta,202105,mobile,SDPSwoop.NU1624UnbrandedSymp.728,2,2,2,2,0,0
Zeta,202105,mobile,SDPSwoopAV.NU1559Branded.300,4,4,4,6,47,0.000543981
Zeta,202105,mobile,SDPSwoopAV.NU1559Branded.728,1,1,1,1,0,0
Acuity,202105,tablet,AcuityCrossixTargeting.Dermicool_SDP_DTP_TalkToYourDoctor.728,1,1,0,1,0,0
Aptus,202105,tablet,DistributionDTC.NU1623Unbranded50.300,2,2,1,5,131,0.001516204
Aptus,202105,tablet,DistributionDTC.NU1624UnbrandedSymp.300,15,8,8,17,181,0.002094907
Aptus,202105,tablet,DistributionDTC.NU1624UnbrandedSymp.320,29,27,27,32,520,0.006018519
Facebook,202105,tablet,FBNU1770.FBNU1770.1,171,162,159,186,4687,0.054247685
Facebook,202105,tablet,FBNU1795.FBNU1795.1,371,328,317,384,2057,0.02380787
Facebook,202105,tablet,FBNU1796.FBNU1796.1,45,38,34,47,2191,0.025358796
GoodRx,202105,tablet,BSDermicool.NU1559Branded.160,1,1,1,3,216,0.0025
GoodRx,202105,tablet,BSDermicoolQuetiapine.NU1559Branded.160,1,1,1,1,0,0
GoodRx,202105,tablet,BSDermicoolQuetiapine.NU1559Branded.728,2,2,2,2,0,0
Healthline,202105,tablet,HealthlineContextualTargeting.Dermicool_SDP_DTP_TalkToYourDoctor.300,1,1,1,1,0,0
HealthUnion,202105,tablet,ConditionCenter.NU1559Branded.160,2,2,1,2,0,0
HealthUnion,202105,tablet,ConditionCenter.NU1559Branded.300,9,9,8,12,1552,0.017962963
HealthUnion,202105,tablet,ConditionCenter.NU1559Branded.728,2,2,2,2,0,0
HealthUnion,202105,tablet,ConditionCenter.NU1623Unbranded50.160,1,1,1,1,0,0
HealthUnion,202105,tablet,ConditionCenter.NU1623Unbranded50.300,7,7,5,7,1163,0.013460648
HealthUnion,202105,tablet,ConditionCenter.NU1623Unbranded50.728,3,3,3,3,0,0
HealthUnion,202105,tablet,ConditionCenter.NU1624UnbrandedSymp.160,2,2,2,2,0,0
HealthUnion,202105,tablet,ConditionCenter.NU1624UnbrandedSymp.300,9,9,9,10,573,0.006631944
HealthUnion,202105,tablet,ConditionCenter.NU1624UnbrandedSymp.728,2,2,2,2,0,0
HealthUnion,202105,tablet,HealthUnionConditionCenter.NU1623Unbranded50.160,1,1,0,1,0,0
MediaIQ,202105,tablet,SDPCrossixSegment.NU1559Branded.160,1,1,1,1,0,0
MediaIQ,202105,tablet,SDPCrossixSegment.NU1623Unbranded50.300,4,4,4,4,0,0
MediaIQ,202105,tablet,SDPCrossixSegment.NU1624UnbrandedSymp.300,3,3,3,3,0,0
MediaIQ,202105,tablet,SDPCrossixSegment.NU1624UnbrandedSymp.320,11,11,11,11,0,0
MediaIQ,202105,tablet,SDPSwoopSegment.NU1559Branded.728,13,12,12,13,0,0
MediaIQ,202105,tablet,SDPSwoopSegment.NU1623Unbranded50.728,5,5,5,5,0,0
MediaIQ,202105,tablet,SDPSwoopSegment.NU1624UnbrandedSymp.320,4,4,4,4,0,0
MediaIQ,202105,tablet,SDPSwoopSegment.NU1624UnbrandedSymp.728,4,4,4,5,47,0.000543981
Medicx,202105,tablet,SDPCustomCaregiver.NU1559Branded.300,2,2,2,2,0,0
Medicx,202105,tablet,SDPCustomCaregiver.NU1559Branded.728,2,2,2,3,0,0
Medicx,202105,tablet,SDPCustomCaregiver.NU1623Unbranded50.160,1,1,1,1,0,0
Medicx,202105,tablet,SDPCustomCaregiver.NU1623Unbranded50.300,1,1,1,1,0,0
Medicx,202105,tablet,SDPCustomCaregiver.NU1624UnbrandedSymp.300,1,1,1,1,0,0
Medicx,202105,tablet,SDPCustomCaregiver.NU1624UnbrandedSymp.320,2,2,2,2,0,0
Medicx,202105,tablet,SDPCustomPatient.NU1559Branded.160,3,2,2,3,0,0
Medicx,202105,tablet,SDPCustomPatient.NU1559Branded.728,1,1,1,1,0,0
Medicx,202105,tablet,SDPCustomPatient.NU1623Unbranded50.300,1,1,1,1,0,0
Medicx,202105,tablet,SDPCustomPatient.NU1623Unbranded50.728,1,1,1,2,5,5.78704E-05
Medicx,202105,tablet,SDPCustomPatient.NU1624UnbrandedSymp.300,1,1,1,1,0,0
Medicx,202105,tablet,SDPCustomPatient.NU1624UnbrandedSymp.320,1,1,1,1,0,0
Medicx,202105,tablet,SDPCustomPatient.NU1624UnbrandedSymp.728,1,1,1,1,0,0
MiQ,202105,tablet,MiQCrossixTargeting.Dermicool_SDP_DTP_TalkToYourDoctor.728,3,2,1,3,0,0
MiQ,202105,tablet,MiQPredictTargeting.Dermicool_SDP_DTP_Unbranded_Symptom.728,1,1,1,1,0,0
ParkinsonsNewsToday,202105,tablet,ROS.NU1559Branded.300,8,7,4,15,1173,0.013576389
ParkinsonsNewsToday,202105,tablet,ROS.NU1623Unbranded50.300,5,4,3,16,2299,0.026608796
ParkinsonsNewsToday,202105,tablet,ROS.NU1624UnbrandedSymp.300,10,9,8,12,24,0.000277778
PulsePoint,202105,tablet,PulsePointConditionPopulation.Dermicool_SDP_DTP_Unbranded_Symptom.728,1,1,1,1,0,0
RemedyHealth,202105,tablet,SDPConditionCenter.NU1559Branded.300,9,9,8,10,24,0.000277778
RemedyHealth,202105,tablet,SDPConditionCenter.NU1559Branded.728,4,4,4,4,0,0
RemedyHealth,202105,tablet,SDPConditionCenter.NU1623Unbranded50.300,4,4,4,6,391,0.004525463
RemedyHealth,202105,tablet,SDPConditionCenter.NU1623Unbranded50.728,1,1,1,2,1151,0.013321759
RemedyHealth,202105,tablet,SDPConditionCenter.NU1624UnbrandedSymp.300,1,1,0,1,0,0
RemedyHealth,202105,tablet,SDPConditionCenter.NU1624UnbrandedSymp.728,3,3,3,3,0,0
RemedyHealth,202105,tablet,SDSDisplayMedia.NU1559Branded.300,2,2,2,2,0,0
RemedyHealth,202105,tablet,SDSDisplayMedia.NU1559Branded.728,1,1,1,1,0,0
Sharecare,202105,tablet,SDPMR.NU1559Branded.728,5,4,4,5,0,0
Sharecare,202105,tablet,SDPMR.NU1623Unbranded50.160,1,1,1,1,0,0
Sharecare,202105,tablet,SDPMR.NU1623Unbranded50.300,1,1,1,1,0,0
Sharecare,202105,tablet,SDPMR.NU1623Unbranded50.728,10,9,9,10,0,0
Sharecare,202105,tablet,SDPMR.NU1624UnbrandedSymp.160,1,1,1,1,0,0
Sharecare,202105,tablet,SDPMR.NU1624UnbrandedSymp.728,2,2,2,2,0,0
Sharecare,202105,tablet,SDPPerformanceDisplay.NU1559Branded.1,11,10,10,13,742,0.008587963
Sharecare,202105,tablet,SDPPerformanceDisplay.NU1559Branded.300,2,1,1,3,19,0.000219907
Swoop,202105,tablet,SDPCustom.NU1559Branded.300,5,5,5,5,0,0
Swoop,202105,tablet,SDPCustom.NU1559Branded.728,85,57,55,118,5294,0.061273148
Swoop,202105,tablet,SDPCustom.NU1623Unbranded50.300,7,6,6,7,0,0
Swoop,202105,tablet,SDPCustom.NU1623Unbranded50.728,48,42,40,50,2930,0.033912037
Swoop,202105,tablet,SDPCustom.NU1624UnbrandedSymp.300,3,3,3,3,0,0
Swoop,202105,tablet,SDPCustom.NU1624UnbrandedSymp.320,15,11,10,16,4,4.62963E-05
Swoop,202105,tablet,SDPCustom.NU1624UnbrandedSymp.728,29,25,25,30,68,0.000787037
Swoop,202105,tablet,SwoopSDPCustom.NU1559Branded.728,2,1,0,2,0,0
Swoop,202105,tablet,SwoopSDPCustom.NU1623Unbranded50.728,1,1,0,1,0,0
WebMD,202105,tablet,AudienceSDOnly.NU1559Branded.728,2,2,2,2,0,0
WebMD,202105,tablet,AudienceSDOnly.NU1623Unbranded50.300,3,3,3,3,0,0
WebMD,202105,tablet,AudienceSDOnly.NU1623Unbranded50.728,4,4,4,4,0,0
WebMD,202105,tablet,AudienceSDOnly.NU1624UnbrandedSymp.300,7,7,7,9,202,0.002337963
WebMD,202105,tablet,AudienceSDOnly.NU1624UnbrandedSymp.728,9,9,9,13,818,0.009467593
WebMD,202105,tablet,RotationalBannerSDConditionCenter.NU1559Branded.300,15,13,12,18,955,0.011053241
WebMD,202105,tablet,RotationalBannerSDConditionCenter.NU1559Branded.728,2,2,2,2,0,0
WebMD,202105,tablet,RotationalBannerSDConditionCenter.NU1623Unbranded50.160,1,1,1,1,0,0
WebMD,202105,tablet,RotationalBannerSDConditionCenter.NU1623Unbranded50.728,6,4,4,6,373,0.00431713
WebMD,202105,tablet,RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.160,2,2,1,5,157,0.00181713
WebMD,202105,tablet,RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.300,9,9,9,9,265,0.00306713
WebMD,202105,tablet,RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.728,4,3,3,5,9,0.000104167
WebMD,202105,tablet,WebMDRotationalBannerSDConditionCenter.NU1623Unbranded50.300,1,1,1,1,0,0
Zeta,202105,tablet,SDPCrossix.NU1559Branded.160,3,3,3,4,0,0
Zeta,202105,tablet,SDPCrossix.NU1559Branded.300,5,3,3,5,0,0
Zeta,202105,tablet,SDPCrossix.NU1559Branded.728,1,1,1,1,0,0
Zeta,202105,tablet,SDPCrossix.NU1624UnbrandedSymp.300,1,1,1,1,0,0
